CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,closure_action
50114947,X FACTORY,Brooklyn,1105,QUENTIN ROAD,11229,3476991729,Eastern European,04/22/2026,Establishment re-opened by DOHMH.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,2,Z,04/22/2026,05/29/2026,Cycle Inspection / Reopening Inspection,40.6078628174,-73.96178848217,315,48,055400,3182310,3067740045,BK25,POINT (-73.961788482174 40.607862817398),re_opened
41628099,LLOYD'S CARROT CAKE,Manhattan,1553,LEXINGTON AVENUE,10029,2128319156,Bakery Products/Desserts,10/26/2023,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,C,10/26/2023,05/29/2026,Cycle Inspection / Reopening Inspection,40.78794794929,-73.9493992839,111,05,016600,1051757,1016270022,MN33,POINT (-73.949399283903 40.787947949293),re_opened
50078146,SERIE 69 BAR & RESTAURANT,Bronx,213,EAST  170 STREET,10456,7184508109,Latin American,03/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,52,,,05/29/2026,Cycle Inspection / Compliance Inspection,40.83847070451,-73.9131014918,204,16,022500,2007990,2028320028,BX14,POINT (-73.913101491799 40.838470704505),closed
41704440,12 CORAZONES,Queens,86-22,ROOSEVELT AVENUE,11372,7182055575,Latin American,04/24/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,57,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74807770394,-73.87955802035,404,21,026901,4037049,4015010054,QN29,POINT (-73.879558020348 40.748077703935),closed
50140770,JOYPOT,Queens,23-10,JACKSON AVENUE,11101,6469616370,Chinese,03/09/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,59,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74588821687,-73.94543263236,402,26,001900,4436629,4000850003,QN31,POINT (-73.945432632361 40.745888216871),closed
50116939,NAMKEEN,Brooklyn,338,BEDFORD AVENUE,11249,2018874069,Chicken,09/25/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,51,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.71280687419,-73.96238098364,301,34,055100,3063101,3024170027,BK73,POINT (-73.962380983638 40.71280687419),closed
50016779,INCREDIBOWL,Queens,133-35,ROOSEVELT AVENUE,11354,9173652023,Chinese,03/03/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,42,,,05/29/2026,Cycle Inspection / Initial Inspection,40.75850199526,-73.83324180899,407,20,087100,4112276,4049730016,QN22,POINT (-73.833241808988 40.758501995257),closed
40763629,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1862,NOSTRAND AVENUE,11226,3472952799,Caribbean,09/11/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,36,,,05/29/2026,Cycle Inspection / Compliance Inspection,40.64033388126,-73.94845951311,317,45,082800,3120524,3052160018,BK95,POINT (-73.948459513109 40.640333881263),closed
50063953,MUMBAI MASALA,Manhattan,1768,AMSTERDAM AVENUE,10031,2123680100,Indian,01/31/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,92,,,05/29/2026,Cycle Inspection / Re-inspection,40.82683966435,-73.9464391587,109,07,023300,1061986,1020790032,MN04,POINT (-73.946439158699 40.826839664347),closed
41639191,CHINA TASTES,Brooklyn,627,SUTTER AVENUE,11207,7184858555,Chinese,04/18/2024,Establishment re-closed by DOHMH.,04M,Live roaches in facility's food or non-food area.,Critical,12,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.66930482259,-73.89567726972,305,42,115600,3084070,3037540041,BK85,POINT (-73.895677269715 40.669304822594),re_closed
50157272,SUBWAY,Brooklyn,1503,SHEEPSHEAD BAY ROAD,11235,7188919188,Sandwiches,12/08/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05A,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,96,,,05/29/2026,Cycle Inspection / Initial Inspection,40.58732619068,-73.9539803158,315,48,059000,3204955,3074600012,BK17,POINT (-73.953980315799 40.587326190678),closed
50058195,LIAN JIANG,Manhattan,88,DIVISION STREET,10002,6467157113,Chinese,09/12/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,63,,,05/29/2026,Cycle Inspection / Initial Inspection,40.71430328695,-73.99380998322,103,01,001600,1003793,1002930028,MN27,POINT (-73.993809983219 40.714303286953),closed
50124077,TONG SAM GYUP GOO YI,Queens,162-23,DEPOT ROAD,11358,7183594583,Korean,03/13/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,48,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.76198372262,-73.80293570468,407,19,117100,4119565,4052850133,QN51,POINT (-73.802935704683 40.761983722618),closed
50122091,MR. CAPRI,Manhattan,33,WEST    8 STREET,10011,9172614329,Italian,12/17/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,61,,,05/29/2026,Cycle Inspection / Initial Inspection,40.73304745244,-73.99821752227,102,03,006300,1009443,1005720060,MN23,POINT (-73.998217522274 40.733047452443),closed
41128554,LA NONNA,Manhattan,134,MULBERRY STREET,10013,2123346200,Italian,04/30/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,,,05/29/2026,Cycle Inspection / Re-inspection,40.71845352133,-73.99773451426,102,01,004100,1066508,1002377501,MN24,POINT (-73.997734514258 40.718453521328),closed
50112310,DOABA DELI,Manhattan,945,COLUMBUS AVENUE,10025,2122222636,Indian,03/26/2026,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,40,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.79948647031,-73.96266771381,107,07,019300,1055644,1018420003,MN09,POINT (-73.962667713806 40.799486470307),re_closed
50133085,ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220,9173026883,Chinese,06/26/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,57,,,05/29/2026,Cycle Inspection / Initial Inspection,40.64320003833,-74.00154945216,307,38,009400,3012066,3007590042,BK34,POINT (-74.001549452162 40.643200038332),closed
50177030,HAO CHI,Queens,42-96,MAIN STREET,11355,9293917017,Chinese,05/21/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,85,N,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.75264914755,-73.82699794376,407,20,079702,4115453,4051240043,QN22,POINT (-73.826997943764 40.752649147549),closed
50138021,EL VIEJO YAYO,Queens,97-12,101 AVENUE,11416,3475138265,Latin American,09/18/2023,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.68481727985,-73.84400934386,409,32,004001,4189376,4091040005,QN53,POINT (-73.844009343859 40.684817279847),re_opened
50007015,EMIR PALACE,Brooklyn,4210,18 AVENUE,11218,7184310007,Eastern European,04/08/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05A,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,86,,,05/29/2026,Cycle Inspection / Re-inspection,40.63159795115,-73.9753680098,314,40,048400,3127571,3054090036,BK41,POINT (-73.975368009801 40.631597951149),closed
40639085,JEAN DANET FRENCH PASTRY,Brooklyn,7526,5 AVENUE,11209,7188367566,Bakery Products/Desserts,10/04/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,51,,,05/29/2026,Cycle Inspection / Initial Inspection,40.62921861191,-74.02275774653,310,43,013400,3148789,3059410049,BK31,POINT (-74.02275774653 40.629218611909),closed
41115745,CHELA,Brooklyn,408,5 AVENUE,11215,7187881137,Mexican,03/22/2023,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,C,03/22/2023,05/29/2026,Cycle Inspection / Reopening Inspection,40.67020775225,-73.98545085822,306,39,013700,3347330,3009980038,BK37,POINT (-73.985450858223 40.670207752249),re_opened
50148818,BARAKA DELI & GROCERY,Queens,25-08,37 AVENUE,11101,7184409049,Other,09/04/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,72,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.75686979528,-73.93453358682,401,26,005100,4004458,4003680018,QN68,POINT (-73.934533586819 40.756869795275),closed
50146608,LEXINGTON FAMOUS PIZZA,Manhattan,50,LEXINGTON AVENUE,10010,6464540918,Pizza,08/06/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,105,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.74043255208,-73.98430234633,105,02,006800,1018071,1008800019,MN21,POINT (-73.98430234633 40.74043255208),closed
50118036,BUND DUMPLING HOUSE,Queens,25-08,BROADWAY,11106,7189715465,Chinese,08/13/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,48,,,05/29/2026,Cycle Inspection / Re-inspection,40.76329698697,-73.92821352869,401,22,005300,4007156,4005800020,QN70,POINT (-73.928213528694 40.763296986965),closed
40687217,MICHELLE'S COCKTAIL LOUNGE,Brooklyn,2294,BEDFORD AVENUE,11226,7182841185,Caribbean,08/08/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,,,05/29/2026,Cycle Inspection / Initial Inspection,40.64767646862,-73.95573313233,314,40,079400,3117683,3051260044,BK95,POINT (-73.955733132326 40.647676468623),closed
41704440,12 CORAZONES,Queens,86-22,ROOSEVELT AVENUE,11372,7182055575,Latin American,04/24/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,57,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74807770394,-73.87955802035,404,21,026901,4037049,4015010054,QN29,POINT (-73.879558020348 40.748077703935),closed
